Date,Gold,Silver,Oil,USD
2014-08-05,1284.75,19.88,102.82,81.33
2014-08-06,1306.5,19.51,104.17,81.44
2014-08-07,1305.25,19.76,104.02,81.52
2014-08-08,1309.75,19.71,103.36,81.45
2014-08-11,1307.25,19.56,103.47,81.47
2014-08-12,1315.75,19.71,101.68,81.5
2014-08-13,1312.0,19.66,102.27,81.6
2014-08-14,1313.5,19.57,101.15,81.59
2014-08-15,1296.0,19.55,101.13,81.42
2014-08-18,1296.75,19.25,99.37,81.58
2014-08-19,1296.5,19.34,99.74,81.88
2014-08-20,1295.0,19.14,99.92,82.23
2014-08-21,1275.25,19.1,100.28,82.15
2014-08-22,1277.25,19.17,100.09,82.34
2014-08-25,1277.25,19.12,100.49,82.55
2014-08-26,1286.0,19.14,100.5,82.65
2014-08-27,1282.75,19.1,100.4,82.43
2014-08-28,1292.0,19.32,100.71,82.48
2014-08-29,1285.75,19.25,101.12,82.75
2014-08-31,1285.75,19.16,101.12,82.75
2014-09-01,1286.5,19.16,101.12,82.75
2014-09-02,1267.0,19.15,100.21,82.99
2014-09-03,1265.5,18.91,100.88,82.86
2014-09-04,1271.5,18.9,101.21,83.82
2014-09-05,1266.0,18.76,99.51,83.74
2014-09-08,1259.0,18.92,99.53,84.23
2014-09-09,1255.75,18.7,98.08,84.28
2014-09-10,1251.0,18.74,96.26,84.28
2014-09-11,1241.25,18.61,96.42,84.3
2014-09-12,1231.5,18.29,96.31,84.24
2014-09-15,1234.25,18.34,96.43,84.26
2014-09-16,1232.25,18.41,97.39,84.07
2014-09-17,1236.0,18.38,97.7,84.34
2014-09-18,1220.5,18.22,96.82,84.32
2014-09-19,1219.75,18.22,96.75,84.73
2014-09-22,1213.5,17.37,95.37,84.75
2014-09-23,1222.0,17.49,94.87,84.66
2014-09-24,1217.25,17.48,94.53,85.04
2014-09-25,1213.75,17.31,95.2,85.19
2014-09-26,1213.75,17.34,95.08,85.64
2014-09-29,1219.5,17.34,95.7,85.59
2014-09-30,1216.5,17.23,94.67,85.94
2014-10-01,1216.5,16.68,94.57,85.97
2014-10-02,1211.75,16.99,91.29,85.6
2014-10-03,1195.0,16.81,90.8,86.69
2014-10-06,1195.75,16.57,90.65,85.93
2014-10-07,1210.5,17.08,90.9,85.67
2014-10-08,1217.0,17.0,90.25,85.3
2014-10-09,1226.75,17.18,90.47,85.52
2014-10-10,1219.0,17.04,88.66,85.91
2014-10-13,1229.0,17.24,87.82,85.53
2014-10-14,1234.75,17.21,86.36,85.82
2014-10-15,1237.5,16.96,84.02,85.15
2014-10-16,1237.75,17.18,84.02,84.95
2014-10-17,1234.25,17.11,85.27,85.11
2014-10-20,1244.5,17.06,84.42,84.95
2014-10-21,1250.25,17.15,85.17,85.3
2014-10-22,1243.75,17.19,86.38,85.74
2014-10-23,1232.75,16.91,85.94,85.84
2014-10-24,1232.75,16.96,86.0,85.73
2014-10-27,1228.75,16.9,85.64,85.5
2014-10-28,1229.25,16.93,85.57,85.41
2014-10-29,1223.5,16.96,86.91,85.95
2014-10-30,1202.0,16.76,85.5,86.15
2014-10-31,1164.25,16.04,84.17,86.92
2014-11-03,1167.75,15.68,84.9,87.31
2014-11-04,1166.5,15.76,82.12,86.98
2014-11-05,1142.0,15.5,82.88,87.44
2014-11-06,1145.0,15.07,82.08,88.01
2014-11-07,1154.5,15.06,83.2,87.64
2014-11-10,1162.0,15.51,82.9,87.81
2014-11-11,1156.5,15.32,80.94,87.53
2014-11-12,1164.5,15.42,80.42,87.82
2014-11-13,1161.75,15.38,77.74,87.67
2014-11-14,1169.0,15.26,77.51,87.53
2014-11-17,1182.5,16.02,76.86,87.93
2014-11-18,1192.75,15.9,77.23,87.58
2014-11-19,1196.0,15.89,77.21,87.65
2014-11-20,1190.0,15.81,77.61,87.59
2014-11-21,1203.75,15.99,79.2,88.31
2014-11-24,1197.5,16.14,79.62,88.15
2014-11-25,1199.0,16.24,77.62,87.92
2014-11-26,1197.5,16.35,77.39,87.61
2014-11-27,1194.75,16.14,77.39,87.61
2014-11-28,1182.75,15.85,71.89,88.36
2014-11-30,1182.75,15.17,71.89,88.36
2014-12-01,1194.0,14.85,70.87,87.95
2014-12-02,1195.0,16.05,71.13,88.65
2014-12-03,1204.75,16.13,70.13,88.96
2014-12-04,1209.0,16.15,68.48,88.7
2014-12-05,1194.0,16.17,68.0,89.33
2014-12-08,1193.0,15.98,65.64,89.04
2014-12-09,1227.0,16.08,66.11,88.69
2014-12-10,1229.0,16.82,63.32,88.27
2014-12-11,1216.25,16.82,63.65,88.66
2014-12-12,1217.0,16.79,61.67,88.36
2014-12-15,1209.25,16.65,61.09,88.46
2014-12-16,1202.5,15.9,60.26,88.12
2014-12-17,1195.75,15.56,59.84,89.13
2014-12-18,1199.0,15.65,58.81,89.23
2014-12-19,1195.5,15.64,58.87,89.6
2014-12-22,1195.25,15.79,58.31,89.77
2014-12-23,1175.75,15.41,59.07,90.06
2014-12-24,1175.75,15.49,58.67,89.97
2014-12-25,1175.75,15.49,58.67,89.97
2014-12-26,1175.75,15.49,58.72,90.03
2014-12-29,1185.5,15.86,57.86,90.19
2014-12-30,1206.0,15.58,55.6,89.99
2014-12-31,1206.0,15.93,55.27,90.27
2015-01-01,1206.0,15.93,55.27,90.27
2015-01-02,1172.0,15.55,55.38,91.08
2015-01-05,1200.0,15.68,51.08,91.38
2015-01-06,1210.25,15.93,50.12,91.5
2015-01-07,1210.5,16.17,49.06,91.89
2015-01-08,1215.5,16.2,49.43,92.37
2015-01-09,1217.75,16.09,47.64,91.94
2015-01-12,1226.5,16.31,46.9,91.98
2015-01-13,1231.5,16.45,45.13,92.31
2015-01-14,1235.0,16.58,45.82,92.16
2015-01-15,1259.0,16.53,47.66,92.35
2015-01-16,1277.5,16.74,47.38,92.52
2015-01-19,1273.75,17.44,47.38,92.52
2015-01-20,1288.75,17.42,46.49,93.05
2015-01-21,1293.5,17.84,46.5,92.9
2015-01-22,1295.75,17.8,46.09,94.08
2015-01-23,1294.75,18.03,46.69,94.76
2015-01-26,1281.25,18.03,46.07,94.8
2015-01-27,1288.5,17.58,46.55,94.02
2015-01-28,1288.0,17.7,47.07,94.47
2015-01-29,1268.75,17.57,46.61,94.78
2015-01-30,1260.25,16.63,47.52,94.8
2015-01-31,1260.25,16.93,47.52,94.8
2015-02-02,1272.5,16.87,51.74,94.5
2015-02-03,1264.25,16.95,54.41,93.6
2015-02-04,1268.5,17.01,55.07,93.99
2015-02-05,1259.25,17.08,55.98,93.57
2015-02-06,1241.0,16.88,55.88,95.85
2015-02-09,1238.5,16.46,57.0,94.45
2015-02-10,1234.5,16.73,55.79,94.76
2015-02-11,1223.75,16.69,53.48,94.98
2015-02-12,1222.5,16.45,56.23,94.09
2015-02-13,1232.5,16.64,60.33,94.2
2015-02-16,1229.25,17.03,61.57,94.2
2015-02-17,1209.5,16.93,60.78,94.06
2015-02-18,1206.0,16.18,60.72,94.2
2015-02-19,1209.5,16.31,58.78,94.4
2015-02-20,1208.25,16.14,60.99,94.34
2015-02-23,1204.5,15.95,59.78,94.57
2015-02-24,1192.5,16.04,60.33,94.49
2015-02-25,1204.75,16.26,59.77,94.21
2015-02-26,1208.25,16.3,61.39,95.29
2015-02-27,1214.0,16.29,61.89,95.32
2015-02-28,1214.0,16.28,61.89,95.32
2015-03-02,1212.5,16.28,60.75,95.46
2015-03-03,1212.75,16.1,61.18,95.38
2015-03-04,1199.5,16.02,59.18,95.97
2015-03-05,1202.0,15.94,60.33,96.38
2015-03-06,1175.75,15.87,59.15,97.61
2015-03-09,1168.5,15.54,58.67,97.59
2015-03-10,1162.0,15.42,55.95,98.62
2015-03-11,1150.0,15.4,56.46,99.8
2015-03-12,1152.25,15.23,56.66,99.44
2015-03-13,1152.0,15.31,54.8,100.33
2015-03-16,1150.75,15.38,52.0,99.6
2015-03-17,1150.75,15.31,52.17,99.58
2015-03-18,1147.25,15.25,52.59,98.55
2015-03-19,1166.0,15.68,52.96,99.26
2015-03-20,1183.1,15.85,53.88,97.91
2015-03-23,1186.25,16.43,53.82,97.03
2015-03-24,1191.5,16.63,53.61,97.19
2015-03-25,1195.6,16.63,54.18,96.98
2015-03-26,1203.15,16.73,57.02,97.44
2015-03-27,1195.75,16.76,56.44,97.29
2015-03-30,1185.5,16.54,53.99,97.97
2015-03-31,1187.0,16.33,53.69,98.36
2015-04-01,1197.0,16.36,55.73,98.19
2015-04-02,1198.5,16.65,55.73,97.44
2015-04-03,1198.5,16.65,55.73,96.55
2015-04-06,1198.5,16.65,55.73,96.78
2015-04-07,1211.0,16.6,57.55,97.83
2015-04-08,1207.25,16.56,56.42,97.94
2015-04-09,1194.8,16.08,56.04,99.16
2015-04-10,1207.35,15.99,56.82,99.34
2015-04-13,1198.9,16.13,57.14,99.49
2015-04-14,1194.75,15.97,57.69,98.73
2015-04-15,1192.9,15.89,59.32,98.32
2015-04-16,1204.35,16.13,60.13,97.42
2015-04-17,1203.35,16.03,61.31,97.52
2015-04-20,1196.5,16.04,61.2,97.94
2015-04-21,1195.3,15.66,60.12,98.0
2015-04-22,1189.25,15.71,60.12,97.93
2015-04-23,1185.75,15.55,62.66,97.28
2015-04-24,1183.0,15.57,62.96,96.92
2015-04-27,1200.0,15.57,62.86,96.77
2015-04-28,1209.0,16.07,62.61,96.09
2015-04-29,1209.0,16.27,63.97,95.21
2015-04-30,1180.25,16.23,63.9,94.6
2015-05-01,1175.95,15.87,64.13,95.3
2015-05-04,1175.95,15.99,64.62,95.48
2015-05-05,1197.0,16.15,65.44,95.08
2015-05-06,1194.25,16.26,66.22,94.09
2015-05-07,1187.0,16.15,64.93,94.64
2015-05-08,1186.0,16.05,63.82,94.79
2015-05-11,1189.25,16.14,62.82,95.01
2015-05-12,1191.5,15.97,65.09,94.53
2015-05-13,1210.5,16.27,66.33,93.62
2015-05-14,1225.0,16.85,65.58,93.46
2015-05-15,1220.5,17.1,64.69,93.14
2015-05-18,1223.5,17.33,65.15,94.22
2015-05-19,1214.3,17.24,63.48,95.27
2015-05-20,1210.5,16.76,63.52,95.45
2015-05-21,1205.0,16.87,64.7,95.25
2015-05-22,1204.1,16.97,64.7,96.11
2015-05-25,1204.1,16.76,64.7,96.01
2015-05-26,1185.4,16.67,61.65,97.3
2015-05-27,1185.85,16.48,61.35,97.37
2015-05-28,1185.0,16.39,60.12,96.97
2015-05-29,1191.4,16.43,63.16,96.91
2015-05-31,1191.4,16.5,63.16,96.91
2015-06-01,1199.9,16.5,62.87,97.39
2015-06-02,1192.8,16.41,63.14,95.83
2015-06-03,1190.0,16.46,62.78,95.47
2015-06-04,1176.0,16.19,60.34,95.46
2015-06-05,1164.6,15.87,60.36,96.31
2015-06-08,1172.8,15.82,61.33,95.3
2015-06-09,1177.4,15.75,63.23,95.17
2015-06-10,1188.5,15.78,64.68,94.65
2015-06-11,1178.5,15.69,63.76,94.98
2015-06-12,1182.8,15.71,63.19,94.97
2015-06-15,1181.4,15.66,60.99,94.81
2015-06-16,1177.75,15.76,60.75,95.0
2015-06-17,1178.0,15.7,60.75,94.3
2015-06-18,1201.85,15.87,61.37,94.04
2015-06-19,1203.4,15.85,59.41,94.08
2015-06-22,1185.5,15.81,60.54,94.33
2015-06-23,1178.0,15.84,61.67,95.43
2015-06-24,1173.75,15.53,61.63,95.26
2015-06-25,1172.65,15.61,60.24,95.19
2015-06-26,1170.5,15.56,60.14,95.47
2015-06-29,1176.0,15.61,59.03,94.79
2015-06-30,1171.0,15.41,60.31,95.48
2015-07-01,1168.0,15.4,61.65,96.31
2015-07-02,1165.25,15.28,61.73,96.11
2015-07-03,1167.95,15.37,59.06,96.11
2015-07-06,1166.0,15.34,57.19,96.3
2015-07-07,1156.25,15.4,54.72,96.86
2015-07-08,1158.5,14.66,55.7,96.29
2015-07-09,1164.25,14.95,57.83,96.61
2015-07-10,1159.3,15.15,57.72,96.03
2015-07-13,1154.0,15.2,57.63,96.86
2015-07-14,1157.4,15.11,57.2,96.64
2015-07-15,1147.4,15.04,57.34,97.17
2015-07-16,1144.4,14.77,57.31,97.67
2015-07-17,1132.8,14.75,56.38,97.86
2015-07-20,1104.6,14.39,56.42,98.03
2015-07-21,1105.6,14.47,55.94,97.33
2015-07-22,1088.6,14.48,56.36,97.6
2015-07-23,1097.4,14.57,55.76,97.11
2015-07-24,1080.8,14.31,54.29,97.24
2015-07-27,1100.0,14.38,54.07,96.5
2015-07-28,1096.2,14.32,54.3,96.77
2015-07-29,1090.25,14.41,54.73,96.98
2015-07-30,1087.5,14.45,54.29,97.56
2015-07-31,1098.4,14.38,53.29,97.34
2015-08-03,1091.9,14.44,49.49,97.49
2015-08-04,1090.65,14.19,49.08,97.93
2015-08-05,1085.1,14.25,49.04,97.96
2015-08-06,1089.75,14.29,47.8,97.83
2015-08-07,1093.5,14.41,47.54,97.56
2015-08-10,1097.0,14.58,48.3,97.16
2015-08-11,1108.25,14.96,47.33,97.29
2015-08-12,1119.0,14.98,48.29,96.26
2015-08-13,1116.75,15.13,48.01,96.44
2015-08-14,1118.25,15.12,47.79,96.52
2015-08-17,1118.8,14.97,47.77,96.81
2015-08-18,1111.45,14.99,47.0,97.04
2015-08-19,1126.15,14.59,45.75,96.36
2015-08-20,1147.7,15.06,45.63,95.98
2015-08-21,1156.5,15.23,43.84,95.01
2015-08-24,1166.5,14.91,41.59,93.33
2015-08-25,1137.5,14.53,41.86,94.53
2015-08-26,1120.75,14.33,41.76,95.1
2015-08-27,1119.0,13.91,44.46,95.61
2015-08-28,1135.0,14.21,47.97,96.11
2015-08-31,1135.0,14.23,47.97,95.82
2015-09-01,1142.3,14.37,48.8,95.45
2015-09-02,1137.75,14.32,47.67,95.83
2015-09-03,1128.0,14.43,50.41,96.41
2015-09-04,1118.25,14.5,48.59,96.23
2015-09-07,1119.5,14.32,46.42,96.23
2015-09-08,1121.15,14.28,48.88,95.98
2015-09-09,1109.85,14.52,48.04,96.01
2015-09-10,1109.5,14.36,47.77,95.46
2015-09-11,1100.25,14.39,46.87,95.19
2015-09-14,1104.8,14.24,45.87,95.25
2015-09-15,1105.95,14.1,45.91,95.61
2015-09-16,1117.6,14.16,49.35,95.42
2015-09-17,1117.5,14.61,48.27,94.55
2015-09-18,1141.5,14.83,47.28,94.86
2015-09-21,1133.25,14.85,47.64,95.89
2015-09-22,1122.9,14.88,46.69,96.28
2015-09-23,1131.35,14.47,48.0,96.07
2015-09-24,1154.5,14.54,47.06,96.69
2015-09-25,1146.65,14.8,47.28,96.27
2015-09-28,1131.05,14.8,46.04,96.03
2015-09-29,1132.1,14.29,47.58,95.86
2015-09-30,1114.0,14.33,47.29,96.35
2015-10-01,1119.0,14.27,47.48,96.19
2015-10-02,1140.75,14.21,46.55,95.83
2015-10-05,1139.75,14.96,49.45,96.11
2015-10-06,1147.5,15.33,51.34,95.45
2015-10-07,1144.6,15.61,51.66,95.5
2015-10-08,1140.0,15.46,52.13,95.32
2015-10-09,1151.55,15.53,52.08,94.81
2015-10-12,1164.9,15.61,50.95,94.84
2015-10-13,1165.2,15.44,48.94,94.76
2015-10-14,1173.9,15.69,48.25,93.93
2015-10-15,1184.25,15.84,47.87,94.37
2015-10-16,1180.85,15.76,48.96,94.54
2015-10-19,1175.4,15.65,47.51,94.93
2015-10-20,1177.75,15.59,46.93,94.91
2015-10-21,1167.1,15.55,46.72,95.03
2015-10-22,1167.0,15.45,46.59,96.38
2015-10-23,1161.25,15.64,46.3,97.13
2015-10-26,1166.4,15.59,46.57,96.86
2015-10-27,1165.7,15.59,45.54,96.91
2015-10-28,1179.6,15.64,47.6,97.78
2015-10-29,1148.6,15.65,48.04,97.28
2015-10-30,1142.35,15.33,48.0,96.95
2015-11-02,1134.0,15.27,47.91,96.93
2015-11-03,1123.1,15.14,48.0,97.16
2015-11-04,1114.7,15.03,46.96,97.95
2015-11-05,1106.3,14.79,47.19,97.94
2015-11-06,1088.9,14.76,46.09,99.17
2015-11-09,1089.6,14.49,45.38,98.98
2015-11-10,1087.1,14.27,46.44,99.29
2015-11-11,1085.9,14.2,44.98,99.01
2015-11-12,1087.4,14.08,44.98,98.65
2015-11-13,1081.5,14.02,41.98,99.0
2015-11-16,1084.75,14.1,40.28,99.44
2015-11-17,1079.2,13.99,41.28,99.63
2015-11-18,1067.75,13.95,41.45,99.65
2015-11-19,1082.6,13.98,42.22,98.99
2015-11-20,1081.75,14.01,42.49,99.56
2015-11-23,1070.5,13.79,43.7,99.8
2015-11-24,1076.4,13.87,44.38,99.53
2015-11-25,1068.0,13.96,43.56,99.8
2015-11-26,1071.0,13.94,43.55,99.8
2015-11-27,1057.4,13.91,43.07,100.02
2015-11-30,1061.9,13.81,43.73,100.17
2015-12-01,1065.4,13.92,42.97,99.8
2015-12-02,1055.4,13.93,41.92,99.99
2015-12-03,1055.45,13.7,42.0,97.62
2015-12-04,1079.25,13.84,41.44,98.35
2015-12-07,1075.8,14.32,39.69,98.66
2015-12-08,1072.1,14.03,39.44,98.47
2015-12-09,1081.0,13.93,39.04,97.34
2015-12-10,1071.0,13.93,38.65,97.94
2015-12-11,1072.5,13.84,36.99,97.56
2015-12-14,1068.25,13.64,36.51,97.6
2015-12-15,1061.5,13.45,37.66,98.22
2015-12-16,1075.25,13.57,36.96,97.87
2015-12-17,1049.4,13.82,36.29,99.27
2015-12-18,1062.5,13.5,36.76,98.7
2015-12-21,1078.75,13.86,35.34,98.36
2015-12-22,1074.9,13.99,35.26,98.23
2015-12-23,1068.25,14.02,35.79,98.34
2015-12-24,1068.25,14.06,37.22,97.98
2015-12-25,1068.25,14.06,37.22,97.98
2015-12-28,1068.25,14.06,37.08,97.92
2015-12-29,1070.1,13.74,36.85,98.1
2015-12-30,1060.0,13.68,35.65,98.27
2015-12-31,1060.0,13.62,36.61,98.63
2016-01-01,1060.0,13.62,36.61,98.63
2016-01-04,1082.25,13.64,36.28,98.87
2016-01-05,1077.0,13.69,35.56,99.4
2016-01-06,1091.4,13.71,33.89,99.18
2016-01-07,1106.35,13.8,33.57,98.22
2016-01-08,1101.85,13.94,31.67,98.54
2016-01-11,1100.75,13.73,30.14,98.72
2016-01-12,1085.4,13.61,29.14,98.97
2016-01-13,1088.15,13.55,28.58,98.93
2016-01-14,1088.4,13.86,28.84,99.09
2016-01-15,1093.75,13.6,28.8,98.96
2016-01-18,1089.2,13.67,27.36,98.96
2016-01-19,1086.25,13.7,27.36,98.99
2016-01-20,1101.75,13.8,26.01,99.09
2016-01-21,1096.5,13.9,27.59,99.06
2016-01-22,1096.25,13.82,30.46,99.57
2016-01-25,1106.6,13.84,29.82,99.36
2016-01-26,1113.6,13.84,30.94,99.36
2016-01-27,1116.25,14.22,31.83,98.9
2016-01-28,1114.0,14.2,33.01,98.51
2016-01-29,1111.8,13.99,33.14,99.61
2016-02-01,1126.5,14.04,32.45,99.01
2016-02-02,1128.5,14.04,30.98,98.87
2016-02-03,1132.0,14.04,32.38,97.29
2016-02-04,1156.35,14.42,32.76,96.47
2016-02-05,1150.35,14.61,32.35,97.03
2016-02-08,1193.25,14.68,31.64,96.57
2016-02-09,1191.0,15.1,30.15,96.07
2016-02-10,1190.0,14.97,29.64,95.89
2016-02-11,1241.0,15.11,28.82,95.56
2016-02-12,1239.75,15.42,31.8,95.94
2016-02-15,1208.2,15.13,31.8,95.98
2016-02-16,1209.5,14.98,31.09,96.87
2016-02-17,1210.0,14.99,33.21,96.79
2016-02-18,1210.1,15.01,33.2,96.95
2016-02-19,1231.15,15.12,31.66,96.6
2016-02-22,1211.0,14.94,33.59,97.38
2016-02-23,1221.35,14.98,31.9,97.48
2016-02-24,1250.75,15.03,31.5,97.46
2016-02-25,1236.0,15.0,32.83,97.29
2016-02-26,1226.5,14.88,35.76,98.15
2016-02-29,1234.9,14.46,35.92,98.21
2016-03-01,1236.5,14.66,35.73,98.35
2016-03-02,1239.2,14.55,36.38,98.21
2016-03-03,1250.25,14.68,35.75,97.59
2016-03-04,1277.5,15.02,37.61,97.34
2016-03-07,1267.9,15.02,39.02,97.07
2016-03-08,1267.0,15.34,39.16,97.21
2016-03-09,1246.4,15.05,40.26,97.17
2016-03-10,1266.5,15.0,38.63,96.07
2016-03-11,1264.75,15.36,39.41,96.17
2016-03-14,1242.75,15.3,38.06,96.62
2016-03-15,1232.0,15.06,37.49,96.63
2016-03-16,1228.5,15.01,38.38,95.89
2016-03-17,1266.5,15.34,39.29,94.76
2016-03-18,1252.1,15.78,39.26,95.09
2016-03-21,1244.9,15.52,39.91,95.29
2016-03-22,1252.5,15.64,40.54,95.65
2016-03-23,1217.6,15.51,38.84,96.05
2016-03-24,1221.0,15.0,38.33,96.14
2016-03-25,1221.0,15.0,38.33,96.14
2016-03-28,1221.0,15.0,38.33,95.94
2016-03-29,1226.0,14.91,36.75,95.16
2016-03-30,1236.25,15.11,36.75,94.84
2016-03-31,1237.0,15.01,36.75,94.59
2016-04-01,1213.6,15.15,36.42,94.62
2016-04-04,1219.75,14.75,36.05,94.51
2016-04-05,1231.25,14.82,35.88,94.63
2016-04-06,1221.4,14.86,37.77,94.43
2016-04-07,1242.1,14.85,37.15,94.48
2016-04-08,1239.5,14.95,40.71,94.23
2016-04-11,1254.75,15.21,41.58,93.95
2016-04-12,1254.6,15.65,43.02,93.96
2016-04-13,1245.75,15.84,42.81,94.74
2016-04-14,1233.85,15.84,43.02,94.9
2016-04-15,1227.1,15.91,41.32,94.7
2016-04-18,1234.3,15.93,41.64,94.49
2016-04-19,1255.4,16.06,43.02,93.98
2016-04-20,1252.0,16.75,43.09,94.49
2016-04-21,1249.25,17.0,43.48,94.6
2016-04-22,1243.25,16.81,43.97,95.12
2016-04-25,1238.9,16.81,42.97,94.84
2016-04-26,1241.7,16.73,43.94,94.57
2016-04-27,1247.4,17.02,44.17,94.39
2016-04-28,1256.0,17.0,45.6,93.76
2016-04-29,1285.65,17.48,45.64,93.08
2016-05-02,1285.65,17.55,45.82,92.63
2016-05-03,1294.0,17.35,43.09,92.94
2016-05-04,1283.0,17.08,43.08,93.18
2016-05-05,1280.25,17.13,44.39,93.78
2016-05-06,1289.0,17.08,44.6,93.89
2016-05-09,1265.25,17.15,42.43,94.13
2016-05-10,1262.8,16.76,44.01,94.29
2016-05-11,1276.85,16.98,46.08,93.82
2016-05-12,1279.25,17.09,46.43,94.15
2016-05-13,1265.9,16.81,47.05,94.61
2016-05-16,1285.75,16.98,48.49,94.57
2016-05-17,1277.0,16.96,48.71,94.55
2016-05-18,1272.9,16.87,48.93,95.08
2016-05-19,1246.25,16.52,47.01,95.29
2016-05-20,1254.2,16.27,48.54,95.33
2016-05-23,1245.9,16.2,47.77,95.23
2016-05-24,1236.85,16.05,48.42,95.57
2016-05-25,1220.6,15.99,48.87,95.35
2016-05-26,1223.85,16.13,49.52,95.17
2016-05-27,1216.25,16.01,49.09,95.52
2016-05-30,1216.25,15.73,49.09,95.52
2016-05-31,1212.1,15.83,49.26,95.89
2016-06-01,1214.5,15.75,48.81,95.45
2016-06-02,1212.4,15.71,49.05,95.56
2016-06-03,1240.5,15.74,48.5,94.03
2016-06-06,1244.0,15.74,48.94,93.9
2016-06-07,1241.0,16.15,49.76,93.83
2016-06-08,1263.0,16.26,50.73,93.59
2016-06-09,1263.9,16.88,50.59,93.95
2016-06-10,1275.5,17.01,49.7,94.57
2016-06-13,1280.8,17.0,49.36,94.36
2016-06-14,1287.15,17.06,47.88,94.93
2016-06-15,1283.3,17.14,47.47,94.61
2016-06-16,1310.75,17.48,45.66,94.57
2016-06-17,1290.7,17.05,46.57,94.21
2016-06-20,1281.8,17.14,48.68,93.61
2016-06-21,1272.6,17.2,48.18,94.02
2016-06-22,1264.85,16.98,48.43,93.72
2016-06-23,1262.15,17.03,48.63,93.53
2016-06-24,1315.5,17.39,46.69,95.45
2016-06-27,1324.55,17.51,45.07,96.54
2016-06-28,1309.7,17.4,46.29,96.25
2016-06-29,1321.5,17.79,48.4,95.77
2016-06-30,1320.75,18.07,48.05,96.14
2016-07-01,1340.0,18.84,47.65,95.65
2016-07-04,1350.75,20.07,48.02,95.65
2016-07-05,1350.75,19.69,45.64,96.17
2016-07-06,1366.25,20.01,45.7,96.05
2016-07-07,1356.7,19.88,45.93,96.33
2016-07-08,1354.25,19.44,44.53,96.3
2016-07-11,1357.1,20.19,44.04,96.57
2016-07-12,1342.4,20.11,46.72,96.44
2016-07-13,1342.75,20.02,44.67,96.22
2016-07-14,1323.6,20.03,46.01,96.08
2016-07-15,1327.0,19.98,46.25,96.58
2016-07-18,1334.7,19.72,45.35,96.56
2016-07-19,1330.9,19.68,45.7,97.06
2016-07-20,1315.9,19.59,45.82,97.2
2016-07-21,1321.15,19.1,44.99,97.0
2016-07-22,1320.75,19.52,44.24,97.47
2016-07-25,1313.15,19.23,43.76,97.29
2016-07-26,1323.0,19.34,43.56,97.16
2016-07-27,1329.0,19.33,42.78,97.05
2016-07-28,1341.75,20.06,41.87,96.74
2016-07-29,1342.0,19.91,40.76,95.53
2016-08-01,1349.65,20.23,40.17,95.71
2016-08-02,1363.75,20.2,40.0,95.06
2016-08-03,1358.9,20.38,40.45,95.56
2016-08-04,1362.75,19.95,41.33,95.76
2016-08-05,1340.4,20.09,42.47,96.19
2016-08-08,1336.8,19.42,43.24,96.4
2016-08-09,1341.0,19.44,43.37,96.18
2016-08-10,1347.7,19.88,42.19,95.65
2016-08-11,1355.0,19.86,44.23,95.86
2016-08-12,1352.2,19.68,45.12,95.72
2016-08-15,1339.4,19.55,47.31,95.63
2016-08-16,1344.0,19.66,48.27,94.79
2016-08-17,1343.35,19.53,48.58,94.72
2016-08-18,1350.05,19.56,49.46,94.16
2016-08-19,1346.4,19.37,49.39,94.51
2016-08-22,1335.9,18.68,48.1,94.52
2016-08-23,1342.0,18.71,48.7,94.54
2016-08-24,1327.25,18.62,47.56,94.79
2016-08-25,1321.3,18.33,49.25,94.77
2016-08-26,1318.75,18.37,49.66,95.57
2016-08-29,1318.75,18.22,49.66,95.58
2016-08-30,1318.15,18.48,47.94,96.05
2016-08-31,1309.25,18.43,47.94,96.02
2016-09-01,1309.5,18.44,45.05,95.65
2016-09-02,1324.7,18.65,45.96,95.84
2016-09-05,1326.35,19.09,46.72,95.84
2016-09-06,1337.25,19.25,46.21,94.82
2016-09-07,1348.35,19.74,47.0,94.96
2016-09-08,1343.4,19.6,49.23,95.03
2016-09-09,1330.85,19.31,48.37,95.34
2016-09-12,1324.6,18.68,47.82,95.09
2016-09-13,1323.65,18.93,46.48,95.63
2016-09-14,1321.75,18.67,45.65,95.33
2016-09-15,1310.8,18.7,45.83,95.29
2016-09-16,1308.35,18.68,45.26,96.11
2016-09-19,1314.85,18.79,46.04,95.84
2016-09-20,1313.8,18.96,45.24,96.02
2016-09-21,1326.1,19.03,45.99,95.66
2016-09-22,1339.1,19.55,47.21,95.45
2016-09-23,1338.65,19.56,46.71,95.48
2016-09-26,1340.5,19.56,46.61,95.3
2016-09-27,1327.0,19.18,44.95,95.44
2016-09-28,1322.5,18.81,45.49,95.43
2016-09-29,1318.1,18.95,48.43,95.53
2016-09-30,1322.5,18.86,48.24,95.46
2016-10-03,1313.3,18.89,48.61,95.69
2016-10-04,1283.3,18.56,48.81,96.17
2016-10-05,1269.4,17.62,49.57,96.12
2016-10-06,1254.5,17.45,50.14,96.77
2016-10-07,1258.75,17.05,50.49,96.63
2016-10-10,1259.5,17.39,51.54,96.93
2016-10-11,1253.45,17.41,50.48,97.69
2016-10-12,1256.5,17.27,49.53,97.97
2016-10-13,1261.05,17.31,49.29,97.52
2016-10-14,1251.75,17.19,48.87,98.02
2016-10-17,1254.8,17.17,49.31,97.89
2016-10-18,1258.2,17.3,49.81,97.89
2016-10-19,1269.05,17.36,51.85,97.92
